 8139,2651340551,1.612278
73284,6269,1583609252920,51.4684746,-0.1263937
75245,8640,1583616056295,51.468469799999996,-0.1266324
75139,5524,1583625505999,51.468529700000005,-0.1265581
74753,8148,1583610063998,51.4685106,-0.1264662
74836,8221,1583613863053,51.46852029999999,-0.1265582
86229,1923,1583343633250,51.4685341,-0.12655829999999998
86353,13743,1584104020005,51.4684825,-0.1266413
81307,13752,1584103962658,51.4686077,-0.1266227
81306,13701,1584109820035,51.4686046,-0.1264632
83107,13602,1584093256445,51.4685416,-0.1275133
81388,14783,1584132320334,51.4685214,-0.1264227
81206,14601,1584135920339,51.468451,-0.12650639999999998
83207,13702,1584083005401,51.469497200000005,-0.1265283
83115,13110,1584192033535,51.468481,-0.1265312
82495,18840,1584190302003,51.468512600000004,-0.126538
82197,13653,1584183502324,51.4685106,-0.1263662
82110,13505,1584103062365,51.468521299999995,-0.1265327
81418,13823,1584106650400,51.4684956,-0.1264462
83117,13512,1584195350001,51.46847120000001,-0.126433
81321,13636,1584104202205,51.4675101,-0.1267414
83320,13720,1584195252533,51.468541299999996,-0.1265083
83418,58363,1584392204494,51.4685321,-0.1266267
83206,13910,1584192302334,51.469546600000006,-0.12622620000000003
83535,13950,1584696622043,51.4685541,-0.1262824
83203,13719,1584190200445,51.468471200000006,-0.1264612
83280,13870,1584790302433,51.4682606,-0.12775889999999998
81421,13826,1584112000501,51.4684684,-0.1264267
83295,13690,1584093022250,51.4683677,-0.127422
81396,13871,1584103003309,51.468551299999995,-0.12653880000000002
81331,13771,1584103956400,51.4686966,-0.1266317
83356,13751,1584190263253,51.4685246,-0.1264062
81429,13534,1584103553201,51.4685241,-0.12656360000000003
81359,13754,1584190653351,51.4685511,-0.1264022
82408,13803,1584105232269,51.4685316,-0.12662279999999998
81217,15262,1584105965529,51.468541,-0.1266422
81393,13788,1584100226023,51.468541600000006,-0.126531
81318,13713,1584180306369,51.4685416,-0.1266382
81393,13788,1584195650338,51.4684596,-0.126613
73431,18736,1584100636544,51.4684748,-0.126223
73325,13720,1584196360323,51.4694248,-0.1247965
130389,10879,1584510805429,51.4685011,-0.1267232
139229,9029,1584616633325,51.4686114,-0.1266273
139160,8079,1584613302353,51.4685146,-0.1264762
139402,7090,1583600359235,51.46851039999999,-0.1265572
